CustomerID,Gender,Age,Geography,Tenure,Contract,InternetService,PaymentMethod,MonthlyCharges,TotalCharges,TechSupport,StreamingTV,OnlineSecurity,Churn
CUST01138,male,36,Texas,49,Month-to-month,Fiber optic,Electronic check,95.92,4457.73,no,No,No,1
CUST00061,M,39, Florida,16,,Fiber optic,Credit card,37.33,546.99,Yes,N,No,No
CUST00280,Male,30,,70,Month-to-month,DSL,Bank transfer,117.01,7325.99,no,No,Yes,no
CUST00676,Male,31,Florida,3,One year,DSL,Bank transfer,85.32,241.19,No,No,Yes,Yes
CUST00237,Female,41,california,49, Two year,Fiber optic,Electronic check,95.71,5223.4,No,,No,no
CUST00222,Female,58,Texas,10,Month-to-month,No,Credit card,90.27,831.93,No,No,yes,No
CUST00144,Male,60,California,72,Month-to-month,Fiber optic,Electronic check,74.34,4893.62,Yes,No,No,
CUST01120,Male,26,TEXAS,43,Month-to-month,Fiber optic,Electronic check,62.95,2695.21,no,Yes,No,yes
CUST00371,Female,44, Florida,53,Month-to-month,,Credit card,84.18,4367.7,yes,Yes,No,Y
CUST00117,F,46,california,19,Month-to-month,DSL,Electronic check,92.01,1774.31,No,yes,No,0
CUST00818, Male,34,Florida,62,Two year,Fiber optic,Electronic check,70.19,4637.32,no,Yes,No,
CUST00249,Male,39,Texas,61,month-to-month,Fiber optic,Electronic check,19.31,1333.02,No,Yes,No,Yes
CUST01157,Female,19,New York,27,Month-to-month,No,,112.59,2602.96,Yes,Yes,No,Yes
CUST00010,male,38,TEXAS,60,Two year,Fiber optic,Mailed check,27.48,1666.72,yes,No,Yes,no
CUST00446,Male,60,New York,29,Month-to-month,DSL,Mailed check,115.58,3267.13,N,Yes,No,No
CUST00890,Male,37,California,37,Month-to-month,DSL,Mailed check,59.47,2285.05,Yes,Yes,Yes,Yes
CUST00387,M,46,California,14,Month-to-month,DSL,Mailed check,109.66,1614.82,Yes,Yes,N,Yes
CUST00638,Male,40,New York,37,Month-to-month,Fiber optic,Mailed check,91.53,3107.91,yes,Yes,No,Yes
CUST00917,Female,25,New York,57,One year,fiber optic,,40.53,2465.61,No,Yes,No,No
CUST00456,Male,45,California,22,One year,Fiber optic,Mailed check,40.92,968.7,No,Yes,No,0
CUST01107,Male,57,,56,Month-to-month,DSL,CREDIT CARD,22.62,1158.47,Yes,No,No,no
CUST00143,Male,5,Texas,65,Two year,fiber optic,Electronic check,101.19,6910.78,Yes,No,no,Yes
CUST00497,Female,39,Florida,61,Month-to-month,Fiber optic,Bank transfer,105.29,6715.09,Yes,yes,No,
CUST01110,female ,56,New York,69,Month-to-month,DSL,Mailed check,114.62,7600.46,yes,No,Yes,N
CUST00535,Male,35,california,39,One year,DSL,Credit card,84.5,3301.39,YES,yes,Y,no
CUST00176,Female,28,Texas,10,Month-to-month,Fiber optic,Electronic check,100.1,1141.84,No,no,Yes,yes
CUST01159,Female,120,Florida,22,One year,DSL,Mailed check,36.15,867.19,No,Yes,Yes,No
CUST00964,Male,44, Florida,1,Month-to-month,Fiber optic,Bank transfer,40.54,39.85,Yes,Yes,No,1
CUST00596,Male,34,Florida,64,Month-to-month,DSL,Mailed check,22.61,1560.86,No,No,No,Yes
CUST01196,,32,TEXAS,12,Month-to-month,Fiber optic,Electronic check,59.59,741.79,Yes,No,Yes,yes
CUST00008,F,66,california,6,Month-to-month,DSL,electronic check,83.83,549.32,Yes,Yes,yes,Y
CUST00836,female ,68,California,30,Month-to-month,FIBER OPTIC,Bank transfer,99.03,2786.73,No,No,No,TRUE
CUST00859,F,58,New York,26,One year,DSL,Mailed check,43.34,1101.25,Yes,no,No,Y
CUST00355,Female,42,New York,60,Month-to-month,Fiber optic,electronic check,80.74,5163.77,yes,no,N,no
CUST00327,Male,43,Texas,27,One year,Fiber optic,Electronic check,117.87,3601.85,yes,,No,no
CUST01097,Female,32,Texas,42,month-to-month,Fiber optic,Electronic check,107.31,4248.75,yes,Yes,no,yes
CUST00876,Male,18,New York,45,Month-to-month,DSL,Mailed check,91.22,3549.56,N,Yes,Yes,No
CUST00257,Female,62,Texas,71,One year,DSL,Mailed check,48.1,3111.43,Yes,No,Yes,TRUE
CUST00884,Female,32,Texas,36,One year,DSL,Electronic check,31.56,1182.73,Yes,Yes,No,Yes
CUST00908,female ,34,california,24,Month-to-month,fiber optic,CREDIT CARD,65.59,1727.49,No,Yes,Yes,No
CUST00789, Male,39,California,41,Month-to-month,,Mailed check,74.16,3227.76,Yes,No,No,no
CUST00819,Male,30, Florida,34,Month-to-month,Fiber optic,Bank transfer,35.32,1294.33,No,Yes,Yes,No
CUST00845,Male,64,New York,25,Month-to-month,Fiber optic,Credit card,73.71,1908.93,Yes,yes,NO,Yes
CUST00521,Female,58,Texas,53,One year,Fiber optic,Credit card,60.53,3415.03,Yes,Yes,No,no
CUST00829, Male,64,New York,63,Month-to-month,Fiber optic,Bank transfer,105.11,6887.63,no,Y,Yes,FALSE
CUST00672,female ,32,Florida,16,Month-to-month,Fiber optic,Electronic check,46.99,843.96,No,No,No,0
CUST00765,Male,35,New York,36,Month-to-month,Fiber optic,Electronic check,93.22,3647.89,No,Yes,No,Yes
CUST01166,Female,41,Texas,25, Two year,DSL,Electronic check,37.55,963.78,no,Yes,no,0
CUST00437,Male,46,california,50,Month-to-month,Fiber optic,Credit card,29.37,1389.07,Yes,Yes,No,No
CUST00527,,55, Florida,46,Month-to-month,Fiber optic,Electronic check,74.69,3796.79,No,Yes,Yes,No
CUST00978,Male,39,Texas,35,One year,DSL,electronic check,105.52,3850.2,No,Y,No,
CUST00227,F,150,California,1,Two year,dsl,Electronic check,87.4,94.0,Yes,no,no,No
CUST01043,,29,New York,43,Month-to-month,No,Electronic check,48.86,2270.51,No,yes,No,No
CUST00211,Female,18,California,3,Month-to-month,Fiber optic,Electronic check,88.79,235.99,yes,Yes,No,Yes
CUST00078,Male,56,Florida,25,Month-to-month,Fiber optic,Mailed check,36.36,958.55,Yes,No,Yes,no
CUST00147,Male,47,California,1,Month-to-month,Fiber optic,electronic check,55.28,56.46,N,No,no,No
CUST00604,Male,39,New York,45,One year,DSL,Mailed check,109.62,4341.73,No,Yes,Yes,N
CUST00721,Male,49,Texas,56,Month-to-month,DSL,Mailed check,93.26,5959.23,No,No,Yes,No
CUST00926,Male,65,New York,23,Month-to-month,DSL,Bank transfer,34.07,824.24,no,No,yes,no
CUST00132,Male,31,TEXAS,29,Month-to-month,FIBER OPTIC,electronic check,37.25,1027.78,Yes,No,no,No
CUST00796,Female,46,California,14,Month-to-month,Fiber optic,Electronic check,39.08,471.13,Yes,Yes,No,Yes
CUST00406, Male,49,california,34,Month-to-month,DSL,electronic check,49.81,1655.51,Yes,Yes,Yes,No
CUST00686,Female,41,California,23,Month-to-month,DSL,Bank transfer,91.23,1834.18,Yes,No,Y,Yes
CUST00503,M,29,California,62,Two year,fiber optic,CREDIT CARD,116.68,6422.97,No,Yes,Yes,Yes
CUST00893,Male,49,TEXAS,72,One year,No,Mailed check,34.55,2345.01,No,,yes,Yes
CUST00500,Female,46,Texas,39,Month-to-month,DSL,Electronic check,94.55,3354.87,No,no,No,Yes
CUST00688,Male,43,Florida,2,One year,DSL,Bank transfer,94.87,185.87,N,Y,Yes,
CUST00345,Male,28,California,6,One year,Fiber optic,Mailed check,112.82,684.73,No,Y,Yes,Yes
CUST00384,Male,18,Texas,71,One year,DSL,Bank transfer,109.33,7378.63,Yes,yes,NO,
CUST00001,Female,58,Texas,22,Two year,No,Electronic check,77.01,1519.11,No,No,NO,No
CUST00358,Female,36,California,39,One year,fiber optic,Mailed check,77.25,2929.95,Yes,no,No,N
CUST01135,Female,37,California,25,One year,Fiber optic,Mailed check,61.06,1394.26,Yes,No,Yes,no
CUST00471,,61,California,43,One year,Fiber optic,Electronic check,31.78,1353.17,No,Yes,N,
CUST00791,Female,38,TEXAS,52,Month-to-month,Fiber optic,Mailed check,47.59,2390.1,No,no,Yes,1
CUST00767,male,34,California,9,One year,DSL,Bank transfer,83.88,853.27,Yes,Yes,No,No
CUST00171,Female,46,New York,52,Month-to-month,Fiber optic,Credit card,74.43,4289.93,No,N,yes,Yes
CUST00447,male,46,Florida,35,Two year,Fiber optic,,33.34,1064.27,No,No,No,No
CUST00124,Female,45,California,44,Month-to-month,DSL,Electronic check,75.98,3043.39,yes,Yes,yes,Yes
CUST01030,Female,28,Texas,32,Month-to-month,Fiber optic,Electronic check,39.8,1314.98,No,Yes,No,N
CUST00526,M,46,New York,17,Two year,Fiber optic,Bank transfer,111.3,2046.77,Yes,Yes,yes,No
CUST00089,Male,85,New York,32,One year,Fiber optic,Bank transfer,113.25,3274.63,No,No,yes,No
CUST01162,Female,18, Florida,25,One year,DSL,Electronic check,28.48,801.66,Yes,Yes,No,
CUST00180,Male,46,California,68,Month-to-month,DSL,Credit card,84.65,5731.4,No,No,Yes,No
CUST00673,F,41,california,6,Month-to-month,Fiber optic,Bank transfer,60.16,396.33,YES,yes,N,Yes
CUST00411,Female,34,California,27,Month-to-month,Fiber optic,Mailed check,72.19,2152.82,No,Yes,No,No
CUST00250,Female,39,california,5,Month-to-month,Fiber optic,Credit card,44.27,197.07,Yes,No,No,yes
CUST00068,,35,california,48,Month-to-month,fiber optic,Bank transfer,62.1,3241.99,No,Yes,No,
CUST00130,Male,23,New York,1,Month-to-month,dsl,Electronic check,84.01,74.46,No,No,yes,
CUST00299,Male,56,Texas,35,month-to-month,DSL,Mailed check,43.42,1693.59,Y,No,No,
CUST01187,male,30,California,38,Month-to-month,DSL,Electronic check,49.25,1690.23,Yes,No,Yes,1
CUST00062,Female,27,Texas,2,Month-to-month,DSL,Electronic check,106.2,206.01,No,No,no,Yes
CUST01175,Male,56,california,17,Month-to-month,FIBER OPTIC,Mailed check,92.36,1574.81,Yes,No,no,no
CUST00495,,37,California,57,Two year,DSL,Mailed check,94.39,5622.57,Yes,No,Yes,No
CUST00880,Male,64,California,25,Month-to-month,DSL,Electronic check,23.07,539.76,Yes,No,No,no
CUST00935,Male,39,california,25,One year,Fiber optic,Bank transfer,77.87,1982.61,Yes,No,Y,No
CUST00491,Female,18,New York,48,One year,DSL,Mailed check,68.44,2811.45,Y,Yes,No,No
CUST00336,Female,43,TEXAS,31,Month-to-month,fiber optic,Mailed check,45.17,1322.0,yes,no,No,No
CUST00982,Male,46,Florida,68,One year,No,Bank transfer,64.95,4076.83,No,no,Yes,0
CUST00163,Male,39,Texas,11,Month-to-month,Fiber optic,Bank transfer,108.36,1102.08,no,N,No,Y
CUST00028,Female,26,California,27,One year,No,Mailed check,50.01,1232.6,Yes,No,no,no
CUST00512,Female,40,New York,9,Month-to-month,Fiber optic,Mailed check,40.26,320.44,Yes,No,No,TRUE
CUST00192,Female,38,Florida,20,Month-to-month,Fiber optic,Bank transfer,112.57,2289.07,N,Y,no,Yes
CUST01074,Female,60,california,61,Month-to-month,dsl,CREDIT CARD,72.63,4563.89,No,No,No,0
CUST00959,Female,55,New York,6,Month-to-month,Fiber optic,Electronic check,31.59,188.93,no,No,Yes,N
CUST00168,Female,48,California,18,Month-to-month,DSL,electronic check,77.68,1293.29,Yes,Yes,Yes,no
CUST00723,Male,45,Texas,44,Month-to-month,DSL,Electronic check,83.85,3705.56,yes,,yes,Yes
CUST00172,Male,32,Texas,47,Month-to-month,,Electronic check,104.49,4985.17,Yes,Y,no,Yes
CUST00514,,54,California,56,One year,Fiber optic,Electronic check,108.67,6933.94,No,No,yes,
CUST00936,Male,20,california,64,Two year,DSL,Bank transfer,24.95,1795.72,Yes,Yes,no,No
CUST00715,Male,39,New York,12,month-to-month,Fiber optic,Credit card,93.39,1270.36,No,yes,Yes,Y
CUST00487,Female,38,New York,20,Two year,Fiber optic,Bank transfer,55.23,1188.11,No,No,No,Yes
CUST00072,M,47,Texas,46,One year,Fiber optic,Credit card,60.73,3209.37, No,No,Yes,Yes
CUST01000,Male,41,TEXAS,28,Two year,Fiber optic,Bank transfer,114.47,2749.17,No,Yes,Yes,No
CUST00581,Male,21,california,56,Month-to-month,Fiber optic,Credit card,111.71,6615.69,Y,N,No,Yes
CUST00233,Male,38, Florida,35,Two year,Fiber optic,CREDIT CARD,39.14,1252.02,Yes,No,No,No
CUST00213,male,22,New York,12,Two year,Fiber optic,CREDIT CARD,26.08,289.13,No,No,NO,No
CUST01173,Female,38,New York,49,Two year,DSL,,110.8,5446.27,Yes,Yes,no,No
CUST00131,Male,58,Florida,13,One year,dsl,Electronic check,22.81,272.04,Yes,yes,No,yes
CUST00927, Male,53,Florida,64,One year,Fiber optic,Electronic check,44.7,3008.71,No,Yes,Y,No
CUST00746,Male,56,Texas,70,Two year,Fiber optic,electronic check,90.33,7256.88,No,No,Yes,TRUE
CUST00958,Female,45,California,2,Two year,Fiber optic,Mailed check,32.13,56.53,Yes,Y,No,Yes
CUST00184,Female,48,TEXAS,8,One year,DSL,Bank transfer,106.02,817.36,No,Y,Yes,Yes
CUST00041,Female,41,california,47,One year,Fiber optic,Bank transfer,19.95,1034.09,Yes,No,Yes,0
CUST00107,Male,18,Florida,0,Two year,fiber optic,Electronic check,20.95,,No,N,yes,
CUST00864,Female,39,New York,10,Month-to-month,DSL,Bank transfer,18.97,188.74,No,no,No,Yes
CUST00564, Male,69,New York,70,Two year,DSL,Electronic check,89.6,5673.35,Yes,yes,,No
CUST00664,Male,35, Florida,69,One year,Fiber optic,electronic check,75.75,5891.45,No,Yes,no,0
CUST01017,M,38,Texas,3,Month-to-month,fiber optic,Electronic check,87.63,285.23,Yes,No,No,1
CUST01155,Male,18, Florida,21,One year,DSL,Bank transfer,59.36,1215.78,Yes,no,Yes,No
CUST00479,Female,42,california,9,Month-to-month,No,Bank transfer,49.02,392.96,Y,Yes,yes,No
CUST00464,Male,35,New York,29,Month-to-month,dsl,Electronic check,93.27,2477.15,Yes,No,no,
CUST00024,Female,27,California,31,One year,Fiber optic,Bank transfer,57.68,1668.98,YES,Yes,Yes,0
CUST01062,Male,30,New York,8,Month-to-month,DSL,Mailed check,88.69,775.88,No,No,No,No
CUST00895,Female,60,New York,50,One year,Fiber optic,Electronic check,91.3,4673.98,No,No,Yes,1
CUST00815,Male,53,Texas,65,Month-to-month,No,Mailed check,78.04,5619.44,Yes,No,Yes,1
CUST01147,Male,54,Florida,6,One year,No,Bank transfer,22.97,120.13,Yes,No,No,No
CUST00364,female ,34,California,52,One year,DSL,Credit card,41.94,2296.89,Yes,Yes,Yes,FALSE
CUST01025,Female,58,california,42,month-to-month,DSL,Bank transfer,77.11,3419.43,No,No,no,No
CUST01055,Male,63,New York,36,Month-to-month,DSL,Electronic check,102.28,3298.38,Yes,No,No,no
CUST00381,F,27,Texas,32, Two year,DSL,electronic check,115.94,3247.95,no,Yes,yes,TRUE
CUST00450,Male,24,California,55,Month-to-month,DSL,Mailed check,73.51,4280.2,yes,Yes,Yes,0
CUST00263,F,60,Texas,58,month-to-month,DSL,Mailed check,53.58,2727.54,No,Yes,yes,
CUST00774,Female,22,Texas,27,Month-to-month,Fiber optic,Mailed check,29.29,788.37, No,no,Yes,Yes
CUST00999,Female,24,New York,38,Two year,Fiber optic,Mailed check,22.82,909.06, No,Yes,N,Y
CUST00441,M,18,New York,56,Month-to-month,Fiber optic,Mailed check,37.44,2218.63,No,Yes,No,1
CUST00393, Male,48,New York,9,One year,DSL,Mailed check,87.15,866.65,N,No,yes,No
CUST00755,Male,19,california,1,Month-to-month,FIBER OPTIC,Electronic check,116.23,127.9,Yes,yes,No,Yes
CUST00175,Female,50,New York,68,Two year,Fiber optic,Mailed check,36.85,2758.41,no,No,N,0
CUST00018,Female,46,New York,62,Month-to-month,Fiber optic,Bank transfer,94.95,5084.79,No,no,Yes,Yes
CUST00840,,42,Texas,69,month-to-month,Fiber optic,Mailed check,82.28,5789.61,No,No,No,yes
CUST00830,Female,36,California,68,Two year,dsl,electronic check,34.83,2633.17,No,Yes,No,no
CUST00589,Female,37,california,14,Month-to-month,DSL,Credit card,38.86,577.15,Yes,Yes,Yes,
CUST00060,Male,40,Florida,23,One year,Fiber optic,Credit card,38.37,855.88,Yes,Yes,,1
CUST00271,F,37,Texas,41,Month-to-month,Fiber optic,Bank transfer,57.75,2404.46,No,Yes,NO,0
CUST01127,Female,40,New York,72,Month-to-month,Fiber optic,Bank transfer,108.61,8238.64,Y,No,No,No
CUST00277,male,69,Texas,51,Month-to-month,DSL,Bank transfer,38.12,1970.71,N,Yes,yes,No
CUST00286,Female,31,New York,20,Month-to-month,DSL,Electronic check,48.88,932.31,Yes,no,no,FALSE
CUST00366,Male,24,Texas,43,Two year,Fiber optic,Electronic check,112.74,5015.82,No,No,NO,No
CUST00903,Female,42,New York,35,Two year,No,electronic check,29.53,1179.74,Yes,yes,No,Y
CUST00835,Male,60,california,60,One year,DSL,Electronic check,102.11,6670.91,No,yes,no,yes
CUST00875,male,21,Florida,57,Month-to-month,Fiber optic,Mailed check,43.92,2687.19,no,No,No,Yes
CUST00734,Male,50, Florida,30,Month-to-month,DSL,Credit card,113.64,3459.54,No,Y,Yes,Yes
CUST01088,Female,62,California,43,Month-to-month,Fiber optic,Mailed check,23.24,1094.78,No,No,no,0
CUST00543,Female,63,california,69,Month-to-month,,Mailed check,104.83,7683.13,No,Yes,No,no
CUST00896,F,59,New York,48,Month-to-month,DSL,Mailed check,20.52,1053.62,No,Yes,No,Yes
CUST00682,male,36,California,8,month-to-month,DSL,Electronic check,20.73,175.78,yes,No,no,yes
CUST00916,Male,27, Florida,5,Month-to-month,DSL,Bank transfer,64.74,358.67,Yes,Yes,No,
CUST00452,Male,43,California,43,One year,DSL,Mailed check,91.14,4231.28,No,no,No,no
CUST00391,male,22,Florida,53,Month-to-month,No,,34.54,1690.49,No,No,No,FALSE
CUST00669,,43,Texas,50,Month-to-month,No,Credit card,39.02,1907.18,No,No,yes,No
CUST00928,Male,27,Texas,64,Month-to-month,FIBER OPTIC,CREDIT CARD,34.19,2243.67,yes,Yes,Yes,No
CUST00983,Female,55,Texas,50,Two year,DSL,Electronic check,89.65,3979.46,Yes,No,No,No
CUST00373,Male,44,Texas,27,Month-to-month,DSL,Electronic check,78.08,2206.0,No,Yes,No,1
CUST00409,female ,40,California,44,Month-to-month,No,Credit card,117.77,4482.67,Yes,No,Yes,yes
CUST00073,male,47,California,8,Month-to-month,DSL,,103.8,837.65,YES,Yes,No,no
CUST01123,Male,37,California,58,One year,DSL,Bank transfer,97.34,6077.52,Yes,,Yes,0
CUST00878,Male,39,Texas,8,Month-to-month,Fiber optic,Mailed check,29.85,238.57,No,No,Yes,no
CUST00496,Female,45,TEXAS,56,Month-to-month,Fiber optic,Electronic check,26.23,1592.81,No,yes,No,TRUE
CUST00816,Female,32,California,35,Month-to-month,DSL,Electronic check,72.85,2457.97,no,yes,No,No
CUST00610,Male,18,Texas,43,Two year,Fiber optic,Bank transfer,31.15,1248.76,Yes,No,No,No
CUST00113,Female,62,Texas,71,Two year,,electronic check,28.82,2206.19,No,No,No,N
CUST00414,Male,37,Texas,0,One year,DSL,Credit card,56.34,0.0,N,Y,No,No
CUST00595,Male,24,Texas,19,Two year,DSL,Electronic check,19.84,381.02,No,Yes,No,no
CUST00598,Male,18,California,0,Two year,No,Electronic check,57.77,,No,Yes,Yes,No
CUST00088,Female,58,Texas,16,Two year,No,Electronic check,63.32,1013.3,Yes,No,N,No
CUST01149,Male,65,New York,71,,DSL,CREDIT CARD,71.23,4327.17,No,No,No,No
CUST00494,female ,34,California,68,Month-to-month,Fiber optic,Credit card,57.79,3752.84,No,no,No,Yes
CUST00892,Male,34,Texas,13,Month-to-month,Fiber optic,Credit card,101.48,1377.16,Yes,yes,Yes,no
CUST00899,Male,45,California,4,One year,fiber optic,Bank transfer,37.51,161.18,No,No,No,1
CUST00897,M,59,TEXAS,42,One year,Fiber optic,Electronic check,47.83,1761.85,Yes,Yes,No,no
CUST00012,female ,31,California,51,Month-to-month,Fiber optic,Credit card,103.22,5072.39,No,No,,Yes
CUST00394,F,31,New York,11,Month-to-month,DSL,Mailed check,79.43,761.76,No,Yes,Yes,Yes
CUST00850,Female,39,New York,0,One year,DSL,Electronic check,84.49,,Yes,No,NO,FALSE
CUST00551,Female,47,Texas,58,Two year,Fiber optic,Mailed check,114.24,6497.86,No,No,No,Yes
CUST00042,Male,39,New York,42,Two year,No,Electronic check,52.73,2398.03,Yes,Yes,No,Yes
CUST00166,Male,85,california,70,Month-to-month,Fiber optic,Mailed check,19.21,1313.19,yes,no,Yes,no
CUST00413,Male,60,,68,Month-to-month,No,Mailed check,117.78,8733.26,no,No,No,0
CUST00570,Male,58,Texas,29,One year,Fiber optic,,29.66,975.76,Yes,No,No,0
CUST00266,male,48,California,56,One year,DSL,Mailed check,24.14,1150.5,No,No,No,No
CUST00823,Male,45,Texas,24,Two year,fiber optic,Mailed check,67.72,1689.23,no,Yes,Yes,0
CUST00423,Female,43,TEXAS,37,Month-to-month,DSL,Electronic check,79.76,2993.5,No,yes,Yes,
CUST00684,Male,46,New York,23,One year,DSL,Electronic check,44.2,1016.74,Yes,No,yes,1
CUST00540,Female,34,New York,43,One year,No,Mailed check,82.66,4045.72,No,no,No,N
CUST01124,F,35,California,29,Two year,DSL,Mailed check,64.68,1658.41,Yes,yes,No,No
CUST00668,Female,-10,California,2,Month-to-month,Fiber optic,Electronic check,41.8,94.48,No,No,No,No
CUST00683,Male,49,Texas,20,Month-to-month,Fiber optic,Electronic check,62.88,1424.61,No,Yes,No,No
CUST01057,Female,39,Texas,43,Month-to-month,Fiber optic,Bank transfer,64.36,2408.1,Yes,Yes,Yes,No
CUST01177,Male,18,California,40,Month-to-month,Fiber optic,,99.67,3806.65,Yes,Yes,No,0
CUST01146,F,61,California,22,month-to-month,No,Mailed check,21.15,508.04,Y,No,No,N
CUST00900,Female,53,California,41,Two year,No,Credit card,49.16,1819.43,No,Yes,No,No
CUST00256,Female,27,Texas,9,One year,No,Mailed check,71.42,684.74,Yes,Yes,No,No
CUST00333,Male,20,California,39,Month-to-month,No,Mailed check,105.26,3622.87,Yes,No,NO,yes
CUST00015,Male,36,New York,29,One year,DSL,Mailed check,39.88,1282.02,Y,No,Y,No
CUST01023,Male,38,California,4,Month-to-month,DSL,Credit card,53.87,214.12,Y,no,Yes,No
CUST00323,female ,43,California,12,,Fiber optic,,88.93,996.45,No,No,Yes,No
CUST00601,Female,39,Texas,58,Month-to-month,Fiber optic,CREDIT CARD,62.07,4114.8,No,No,Yes,No
CUST01056,Male,42,Texas,7,Month-to-month,Fiber optic,Electronic check,54.74,431.8,No,no,No,No
CUST00805,Male,18,California,3,Two year,dsl,Credit card,88.21,257.48,No,No,No,No
CUST00221,Male,42,Texas,50,Month-to-month,DSL,Bank transfer,46.57,2479.52,Yes,Yes,Y,
CUST00178,Male,72,TEXAS,63,Month-to-month,Fiber optic,Electronic check,52.45,3650.01,No,No,No,yes
CUST00098,Male,40,california,51,Month-to-month,Fiber optic,Electronic check,75.85,4191.7,N,No,no,Yes
CUST00517,Female,19,New York,57,Month-to-month,Fiber optic,Credit card,104.98,5646.29,No,No,No,Yes
CUST00022,Male,-10,Texas,55,Month-to-month,DSL,Electronic check,105.86,5355.57,Yes,No,No,No
CUST00354,Male,54,California,25,Two year,DSL,Electronic check,78.66,2171.81,Yes,No,no,no
CUST00726,Female,63,Texas,4,Month-to-month,fiber optic,Bank transfer,49.87,202.03,No,no,Yes,No
CUST00979,M,25,TEXAS,54,One year,Fiber optic,Mailed check,20.77,1154.27,No,No,yes,No
CUST00458,Female,71,california,48,month-to-month,No,Bank transfer,31.25,1313.23,Yes,No,Yes,no
CUST00605,male,62,California,31,One year,DSL,Electronic check,0.0,0.0,No,No,No,
CUST01022,Male,71, Florida,11,Month-to-month,Fiber optic,Electronic check,50.39,481.26,Yes,No,Yes,yes
CUST00338,Female,30,California,12,month-to-month,No,CREDIT CARD,45.7,550.28,YES,No,Yes,yes
CUST00428,male,72,california,58,One year,DSL,Mailed check,21.14,1133.15,No,yes,no,no
CUST01100,Male,26, Florida,70,Month-to-month,fiber optic,Electronic check,75.22,5849.64,Yes,Yes,Yes,Yes
CUST00216,male,31,TEXAS,18,Month-to-month,Fiber optic,Electronic check,89.03,1563.71,Yes,No,No,N
CUST00202,F,51,Florida,33,Month-to-month,Fiber optic,Bank transfer,64.79,2139.9,No,Y,Yes,no
CUST00922,,18,Texas,1,Two year,DSL,Electronic check,43.74,47.55,no,No,No,No
CUST00939,Female,31,New York,23,Month-to-month,Fiber optic,Credit card,111.42,2811.64,yes,Yes,No,Yes
CUST00092,Female,53,New York,62,One year,Fiber optic,Mailed check,25.18,1466.76,No,No,No,No
CUST00813,M,55,California,38,Month-to-month,,Electronic check,76.33,3206.63,No,N,No,No
CUST00067,Male,34,california,13,,No,Electronic check,117.4,1584.55,No,yes,yes,yes
CUST00912,Female,61,California,41,Month-to-month,Fiber optic,Mailed check,0.0,0.0,No,Yes,no,N
CUST00283,Female,49,New York,17,One year,Fiber optic,Credit card,30.06,572.19, No,No,No,No
CUST00690,Male,27,California,39,Two year,DSL,Bank transfer,56.04,2021.88,N,Yes,No,no
CUST00084,Male,45,California,2,Month-to-month,fiber optic,Electronic check,90.77,179.02,Yes,Yes,Yes,yes
CUST00431,Male,59,Texas,70,Two year,No,Bank transfer,73.17,5154.63,Yes,Yes,No,N
CUST00811,Male,48,New York,26,Two year,Fiber optic,Electronic check,63.12,1736.0,Yes,No,yes,no
CUST00152,Female,33,New York,54,month-to-month,dsl,Credit card,500.0,23735.14,No,No,No,0
CUST00074,male,52,Texas,26,Two year,DSL,electronic check,111.99,3323.24,no,Yes,Yes,Y
CUST01104,Female,30,Texas,12,Month-to-month,Fiber optic,Bank transfer,87.85,1096.32,Yes,N,No,Yes
CUST00574,Female,18,TEXAS,67,Month-to-month,Fiber optic,Credit card,40.48,2922.22,No,Yes,Y,no
CUST00443,,40,California,26,ONE YEAR,DSL,Electronic check,52.64,1189.72,Yes,Yes,Yes,No
CUST00696,Male,45,TEXAS,45,One year,Fiber optic,Mailed check,89.0,4212.0,Yes,No,Yes,no
CUST00187,Female,25,TEXAS,69,One year,Fiber optic,Bank transfer,84.39,6319.15,no,no,no,no
CUST00270,M,37,Florida,51,One year,Fiber optic,Mailed check,118.72,6492.9,No,Yes,No,0
CUST00235,Male,39,California,53,Month-to-month,DSL,Mailed check,68.02,4073.64,No,no,No,N
CUST00483,Male,50,Texas,9,Month-to-month,No,Bank transfer,65.52,538.67,Yes,yes,no,N
CUST01160,Male,18,Florida,17,Month-to-month,Fiber optic,Credit card,100.81,1774.5,,yes,No,FALSE
CUST00555,Female,30,California,26,Two year,DSL,Mailed check,100.71,2878.26,Yes,yes,No,No
CUST00116,Male,31,California,15,Month-to-month,DSL,Credit card,62.59,931.89,No,Yes,Yes,FALSE
CUST00631,Male,25,California,27,Month-to-month,FIBER OPTIC,Bank transfer,94.24,2592.45,No,no,yes,No
CUST01079,female ,74,Florida,50,One year,Fiber optic,electronic check,22.97,1053.49,No,yes,NO,No
CUST00743,Male,40,California,49,Month-to-month,Fiber optic,Electronic check,89.1,4432.49,Yes,No,No,yes
CUST00508, Male,26,California,61,Month-to-month,Fiber optic,Electronic check,49.99,3293.55,yes,no,no,0
CUST00627,Female,65,Texas,3,One year,DSL,Electronic check,85.99,225.01,No,Yes,no,Yes
CUST00800, Male,36,Texas,8,Month-to-month,,Electronic check,91.27,812.13,yes,No,No,Yes
CUST01019,M,57,california,28,Month-to-month,DSL,Mailed check,50.99,1436.91,No,yes,No,No
CUST00969,Female,60,California,35,One year,fiber optic,Electronic check,118.31,4196.09,no,No,Yes,yes
CUST00125,M,24,California,62,Two year,No,Mailed check,43.45,2541.73,Yes,No,N,No
